title,author,genre,description,category,rating,maturity rating,page count
My Name Is Asher Lev,['Chaim Potok'],fiction,"NATIONAL BESTSELLER • In this modern classic from the National Book Award–nominated author of The Chosen, a young religious artist is compulsively driven to render the world he sees and feels, even when it leads him to blasphemy. “A novel of finely articulated tragic power .... Little short of a work of genius.”—The New York Times Book Review Asher Lev is a Ladover Hasid who keeps kosher, prays three times a day and believes in the Ribbono Shel Olom, the Master of the Universe. He grows up in a cloistered Hasidic community in postwar Brooklyn, a world suffused by ritual and revolving around a charismatic Rebbe. He is torn between two identities, the one consecrated to God, the other devoted only to art and his imagination, and in time, his artistic gift threatens to estrange him from that world and the parents he adores. As it follows his struggle, My Name Is Asher Lev becomes a luminous, visionary portrait of the artist, by turns heartbreaking and exultant.",['Fiction'],4.5,NOT_MATURE,384
The Bean Trees,['Barbara Kingsolver'],fiction,"Clear-eyed and spirited, Taylor Greer grew up poor in rural Kentucky with the goals of avoiding pregnancy and getting away. But when she heads west with high hopes and a barely functional car, she meets the human condition head-on. By the time Taylor arrives in Tucson, Arizona, she has acquired a completely unexpected child, a three-year-old American Indian girl named Turtle, and must somehow come to terms with both motherhood and the necessity for putting down roots. Hers is a story about love and friendship, abandonment and belonging, and the discovery of surprising resources in apparently empty places. Available for the first time in mass-market, this edition of Barbara Kingsolver's bestselling novel, The Bean Trees, will be in stores everywhere in September. With two different but equally handsome covers, this book is a fine addition to your Kingsolver library.",['Fiction'],4,NOT_MATURE,340
The House of the Spirits,['Isabel Allende'],fiction,The Trueba family embodies strong feelings. This family saga starts at the beginning of the 20th century and continues through the assassination of Allende in 1973.,['Fiction'],3.5,NOT_MATURE,512
The Complete Stories,['Franz Kafka'],fiction,"The Complete Stories brings together all of Kafka’s stories, from the classic tales such as “The Metamorphosis,” “In the Penal Colony,” and “A Hunger Artist” to shorter pieces and fragments that Max Brod, Kafka’s literary executor, released after Kafka’s death. With the exception of his three novels, the whole of Kafka’s narrative work is included in this volume.",['Fiction'],5,NOT_MATURE,512
Bag of Bones,['Stephen King'],fiction,"From #1 New York Times bestselling author Stephen King, a powerful tale of grief, of love's enduring bonds, and the haunting secrets of the past. Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed here -- and what do they want of Mike Noonan? It is no secret that King is one of our most mesmerizing storytellers. In Bag of Bones, he proves to be one of our most moving as well.",['Fiction'],4.5,NOT_MATURE,756
Lucian's True History,['Lucian (of Samosata.)'],fiction,No description,Not specified,0,Not rated,No data
How to Stop Time,['Matt Haig'],fiction,"From the New York Times bestselling author of The Midnight Library. “A quirky romcom dusted with philosophical observations….A delightfully witty…poignant novel.” —The Washington Post “She smiled a soft, troubled smile and I felt the whole world slipping away, and I wanted to slip with it, to go wherever she was going… I had existed whole years without her, but that was all it had been. An existence. A book with no words.” Tom Hazard has just moved back to London, his old home, to settle down and become a high school history teacher. And on his first day at school, he meets a captivating French teacher at his school who seems fascinated by him. But Tom has a dangerous secret. He may look like an ordinary 41-year-old, but owing to a rare condition, he's been alive for centuries. Tom has lived history--performing with Shakespeare, exploring the high seas with Captain Cook, and sharing cocktails with Fitzgerald. Now, he just wants an ordinary life. Unfortunately for Tom, the Albatross Society, the secretive group which protects people like Tom, has one rule: Never fall in love. As painful memories of his past and the erratic behavior of the Society's watchful leader threaten to derail his new life and romance, the one thing he can't have just happens to be the one thing that might save him. Tom will have to decide once and for all whether to remain stuck in the past, or finally begin living in the present. How to Stop Time tells a love story across the ages—and for the ages—about a man lost in time, the woman who could save him, and the lifetimes it can take to learn how to live. It is a bighearted, wildly original novel about losing and finding yourself, the inevitability of change, and how with enough time to learn, we just might find happiness. Soon to be a major motion picture starring Benedict Cumberbatch.",['Fiction'],3.5,NOT_MATURE,352
The Wife Between Us,"['Greer Hendricks', 'Sarah Pekkanen']",fiction,"A tangle of lies binds together a divorced man, his new fiancée, and his ex-wife.",['Fiction'],3,NOT_MATURE,353
The Prince and the Pauper,['Mark Twain'],fiction,No description,Not specified,0,Not rated,No data
Anathem,['Neal Stephenson'],fiction,"Raz, a mathematician, is among a cohort of secluded scientists and philosophers who are called upon to save the world from impending catastrophe.",['Fiction'],4,NOT_MATURE,961
"Short Letter, Long Farewell",['Peter Handke'],fiction,"By Nobel Prize Winner Peter Handke Short Letter, Long Farewell is one the most inventive and exhilarating of the great Peter Handke’s novels. Full of seedy noir atmospherics and boasting an air of generalized delirium, the book starts by introducing us to a nameless young German who has just arrived in America, where he hopes to get over the collapse of his marriage. No sooner has he arrived, however, than he discovers that his ex-wife is pursuing him. He flees, she follows, and soon the couple is running circles around each other across the length of America—from Philadelphia to St. Louis to the Arizona desert, and from Portland, Oregon, to L.A. Is it love or vengeance that they want from each other? Everything’s spectacularly unclear in a book that is travelogue, suspense story, domestic comedy, and Western showdown, with a totally unexpected Hollywood twist at the end. Above all, Short Letter, Long Farewell is a love letter to America, its landscapes and popular culture, the invitation and the threat of its newness and wildness and emptiness, with the promise of a new life—or the corpse of an old one—lying just around the corner.",['Fiction'],4,NOT_MATURE,195
The Scarlet Letter,['Nathaniel Hawthorne'],fiction,"A classic tale of love and morals in Puritan New England. The Scarlet Letter is set in 1850s Puritan Boston and tells the story of Hester Prynne, who conceives a daughter through an affair and struggles to create a new life of repentance and dignity. Throughout the book, Hawthorne explores themes of legalism, sin, and guilt. This book is required reading in many high school and college English courses and is an American classic by Nathaniel Hawthorne. This Xist Classics edition has been professionally formatted for e-readers with a linked table of contents. This eBook also contains a bonus book club leadership guide and discussion questions. We hope you’ll share this book with your friends, neighbors and colleagues and can’t wait to hear what you have to say about it. Xist Publishing is a digital-first publisher. Xist Publishing creates books for the touchscreen generation and is dedicated to helping everyone develop a lifetime love of reading, no matter what form it takes",['Fiction'],4.5,NOT_MATURE,297
The Uncensored Picture of Dorian Gray,"['Oscar Wilde', 'Nicholas Frankel']",fiction,"Over 120 years after Oscar Wilde submitted The Picture of Dorian Gray for publication, the uncensored version of his novel appears here for the first time in a paperback edition. This volume restores material, including instances of graphic homosexual content, removed by the novel’s first editor, who feared it would be “offensive” to Victorians.",['Fiction'],4,NOT_MATURE,273
Empire V,['Victor Pelevin'],fiction,"Roman thought he'd found the perfect opportunity to rebel. He may have been wrong. He awakens strapped to a set of parallel bars in a richly appointed sitting room, and begins a conversation with a masked man which will change his life. His world has been a facade - one which the mysterious Brahma is about to tear away. A stunning novel about the real world, and about the hidden chanels of power behind the scenes, EMPIRE V is a post-modern satirical novel exploring the cults and corruption of politics, banking and power. And not only are these cults difficult to join - it turns out they may be impossible to leave . . .",['Fiction'],3,NOT_MATURE,416
